GameId,Season,SeasonType,Day,GameDateTime,Status,AwayTeamName,HomeTeamName,GameOddId,Sportsbook,Created,Updated,HomeMoneyLine,AwayMoneyLine,HomePointSpread,AwayPointSpread,HomePointSpreadPayout,AwayPointSpreadPayout,OverUnder,OverPayout,UnderPayout,SportsbookId,OddType,SportsbookUrl
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201449,Consensus,2024-05-03 23:42:31,2024-05-03 23:42:31,-170.0,140.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201465,DraftKings,2024-05-03 23:43:00,2024-05-03 23:43:20,-166.0,164.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201466,Consensus,2024-05-03 23:43:01,2024-05-03 23:43:58,-170.0,141.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201491,DraftKings,2024-05-03 23:43:59,2024-05-03 23:44:38,-166.0,140.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201498,Consensus,2024-05-03 23:44:28,2024-05-03 23:44:28,-170.0,140.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201501,DraftKings,2024-05-03 23:44:48,2024-05-03 23:45:28,-166.0,164.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201503,Consensus,2024-05-03 23:44:59,2024-05-03 23:45:29,-170.0,141.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201504,DraftKings,2024-05-03 23:45:38,2024-05-03 23:47:18,-166.0,140.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201509,Consensus,2024-05-03 23:45:59,2024-05-03 23:46:59,-170.0,140.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201516,FanDuel,2024-05-03 23:46:58,2024-05-04 02:00:59,-162.0,136.0,-3.5,3.5,-112.0,-108.0,195.5,-110.0,-110.0,8,pregame,https://sportsbook.fanduel.com/basketball/nba/orlando-magic-@-cleveland-cavaliers-33239740
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201530,DraftKings,2024-05-03 23:47:28,2024-05-03 23:48:18,-198.0,140.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201532,Consensus,2024-05-03 23:47:29,2024-05-03 23:48:29,-171.0,140.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201572,DraftKings,2024-05-03 23:48:38,2024-05-03 23:49:59,-166.0,140.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201585,Consensus,2024-05-03 23:48:59,2024-05-03 23:49:59,-170.0,140.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201625,DraftKings,2024-05-03 23:50:08,2024-05-03 23:50:58,-166.0,164.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201639,Consensus,2024-05-03 23:50:29,2024-05-03 23:50:59,-170.0,141.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201660,DraftKings,2024-05-03 23:51:08,2024-05-03 23:51:48,-198.0,140.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201668,Consensus,2024-05-03 23:51:29,2024-05-03 23:51:29,-171.0,140.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201679,DraftKings,2024-05-03 23:51:58,2024-05-04 00:06:48,-166.0,140.0,-3.5,3.5,-110.0,-110.0,195.5,-110.0,-110.0,7,pregame,https://sportsbook.draftkings.com/event/30539582
20889,2024,3,2024-05-05,2024-05-05 13:00:00,Scheduled,ORL,CLE,22201680,Consensus,2024-05-03 23:51:59,2024-05-04 00:06:28,-170.0,140.0,-3.5,3.5,-111.0,-110.0,195.5,-111.0,-110.0,22,pregame,
